x0	x1	top	bottom	text
2623.36	2626.03	181.18	190.78	.
2626.02	2631.35	181.18	190.78	2
2631.34	2634.53	181.18	190.78	)
2379.15	2387.14	193.83	203.43	M
2387.15	2392.48	193.83	203.43	4
2392.46	2395.12	193.83	203.43	 
2415.15	2421.55	193.83	203.43	A
2421.54	2428.47	193.83	203.43	C
2428.46	2435.39	193.83	203.43	C
2435.39	2441.79	193.83	203.43	E
2441.78	2448.18	193.83	203.43	S
2448.18	2454.58	193.83	203.43	S
2454.57	2457.24	193.83	203.43	I
2457.23	2463.64	193.83	203.43	B
2463.63	2468.96	193.83	203.43	L
2468.96	2475.36	193.83	203.43	E
2475.35	2478.02	193.83	203.43	 
2478.06	2484.46	193.83	203.43	S
2484.45	2487.12	193.83	203.43	I
2487.11	2494.04	193.83	203.43	N
2494.04	2500.44	193.83	203.43	K
2500.43	2503.1	193.83	203.43	 
2503.15	2510.08	193.83	203.43	C
2510.07	2516.47	193.83	203.43	A
2516.46	2522.87	193.83	203.43	B
2522.86	2525.53	193.83	203.43	I
2525.52	2532.45	193.83	203.43	N
2532.44	2538.85	193.83	203.43	E
2538.84	2544.7	193.83	203.43	T
2544.69	2547.36	193.83	203.43	 
2547.31	2556.37	193.83	203.43	W
2556.4	2559.06	193.83	203.43	/
2559.09	2565.49	193.83	203.43	A
2565.38	2571.24	193.83	203.43	T
2571.14	2577.0	193.83	203.43	T
2576.89	2583.29	193.83	203.43	A
2583.18	2590.12	193.83	203.43	C
2590.01	2596.94	193.83	203.43	H
2596.83	2603.23	193.83	203.43	E
2603.12	2610.05	193.83	203.43	D
2609.94	2612.61	193.83	203.43	 
2612.21	2618.61	193.83	203.43	B
2618.5	2624.9	193.83	203.43	A
2624.79	2631.2	193.83	203.43	S
2631.09	2637.49	193.83	203.43	E
2637.81	2640.47	193.83	203.43	 
2640.5	2643.69	193.83	203.43	(
2643.7	2649.03	193.83	203.43	1
2649.01	2654.35	193.83	203.43	9
2654.32	2656.98	193.83	203.43	/
2657.01	2663.94	193.83	203.43	A
2663.66	2668.99	193.83	203.43	1
2668.98	2674.32	193.83	203.43	3
2674.3	2676.97	193.83	203.43	.
2676.96	2682.29	193.83	203.43	1
2682.29	2685.48	193.83	203.43	)
2379.15	2387.14	206.48	216.08	M
2387.15	2392.48	206.48	216.08	5
2392.46	2395.12	206.48	216.08	 
2415.15	2424.21	206.48	216.08	W
2424.15	2430.55	206.48	216.08	A
2430.49	2435.83	206.48	216.08	L
2435.77	2441.11	206.48	216.08	L
2441.05	2443.72	206.48	216.08	 
2443.18	2450.11	206.48	216.08	H
2450.05	2456.98	206.48	216.08	U
2456.92	2463.85	206.48	216.08	N
2463.79	2471.26	206.48	216.08	G
2471.2	2473.87	206.48	216.08	 
2474.09	2481.02	206.48	216.08	C
2480.96	2487.36	206.48	216.08	A
2487.31	2493.71	206.48	216.08	B
2493.65	2496.32	206.48	216.08	I
2496.26	2503.19	206.48	216.08	N
2503.13	2509.54	206.48	216.08	E
2509.48	2515.34	206.48	216.08	T
2515.28	2517.95	206.48	216.08	 
2518.25	2527.31	206.48	216.08	W
2527.34	2530.0	206.48	216.08	/
2530.02	2532.69	206.48	216.08	 
2532.72	2539.12	206.48	216.08	A
2539.03	2545.96	206.48	216.08	D
2545.88	2550.68	206.48	216.08	J
2550.59	2557.52	206.48	216.08	U
2557.44	2563.84	206.48	216.08	S
2563.75	2569.62	206.48	216.08	T
2569.53	2575.94	206.48	216.08	A
2575.85	2582.25	206.48	216.08	B
2582.17	2587.51	206.48	216.08	L
2587.42	2593.82	206.48	216.08	E
2593.74	2596.41	206.48	216.08	 
2596.59	2602.99	206.48	216.08	S
2602.9	2609.84	206.48	216.08	H
2609.75	2616.15	206.48	216.08	E
2616.07	2621.4	206.48	216.08	L
2621.32	2627.72	206.48	216.08	V
2627.64	2634.04	206.48	216.08	E
2633.95	2640.36	206.48	216.08	S
2379.15	2387.14	219.13	228.73	M
2387.15	2392.48	219.13	228.73	6
2392.46	2395.12	219.13	228.73	 
2415.15	2421.55	219.13	228.73	E
2421.45	2428.38	219.13	228.73	N
2428.28	2435.21	219.13	228.73	D
2435.11	2437.78	219.13	228.73	 
2438.06	2444.46	219.13	228.73	P
2444.36	2450.76	219.13	228.73	A
2450.66	2457.59	219.13	228.73	N
2457.49	2463.9	219.13	228.73	E
2463.8	2469.14	219.13	228.73	L
2379.15	2387.14	231.78	241.38	M
2387.15	2392.48	231.78	241.38	7
2392.46	2395.12	231.78	241.38	 
2415.15	2421.55	231.78	241.38	A
2421.46	2428.39	231.78	241.38	C
2428.3	2435.23	231.78	241.38	C
2435.15	2441.55	231.78	241.38	E
2441.46	2447.86	231.78	241.38	S
2447.78	2454.18	231.78	241.38	S
2454.09	2456.76	231.78	241.38	I
2456.67	2463.07	231.78	241.38	B
2462.99	2468.32	231.78	241.38	L
2468.23	2474.64	231.78	241.38	E
2474.55	2477.22	231.78	241.38	 
2478.06	2483.39	231.78	241.38	L
2483.31	2489.71	231.78	241.38	A
2489.62	2496.02	231.78	241.38	V
2495.94	2502.34	231.78	241.38	A
2502.25	2508.12	231.78	241.38	T
2508.03	2515.5	231.78	241.38	O
2515.41	2522.34	231.78	241.38	R
2522.25	2528.65	231.78	241.38	Y
2528.57	2531.24	231.78	241.38	 
2529.32	2536.25	231.78	241.38	C
2536.16	2542.57	231.78	241.38	A
2542.48	2548.88	231.78	241.38	B
2548.79	2551.46	231.78	241.38	I
2551.37	2558.31	231.78	241.38	N
2558.22	2564.62	231.78	241.38	E
2564.53	2570.4	231.78	241.38	T
2570.31	2572.98	231.78	241.38	 
2573.48	2582.54	231.78	241.38	W
2582.46	2585.12	231.78	241.38	I
2585.04	2590.9	231.78	241.38	T
2590.81	2597.74	231.78	241.38	H
2597.66	2600.32	231.78	241.38	 
2600.3	2606.7	231.78	241.38	A
2606.61	2613.54	231.78	241.38	C
2613.46	2620.39	231.78	241.38	C
2620.3	2626.7	231.78	241.38	E
2626.61	2633.02	231.78	241.38	S
2632.93	2639.33	231.78	241.38	S
2639.24	2641.91	231.78	241.38	 
2642.41	2648.81	231.78	241.38	P
2648.72	2655.13	231.78	241.38	A
2655.04	2661.97	231.78	241.38	N
2661.88	2668.29	231.78	241.38	E
2668.2	2673.53	231.78	241.38	L
2379.15	2387.14	244.43	254.03	M
2387.15	2392.48	244.43	254.03	8
2392.46	2395.12	244.43	254.03	 
2415.15	2421.55	244.43	254.03	P
2421.47	2427.88	244.43	254.03	A
2427.8	2434.73	244.43	254.03	N
2434.65	2440.52	244.43	254.03	T
2440.44	2447.37	244.43	254.03	R
2447.3	2453.7	244.43	254.03	Y
2453.63	2456.29	244.43	254.03	 
2455.72	2462.65	244.43	254.03	C
2462.58	2468.98	244.43	254.03	A
2468.9	2475.31	244.43	254.03	B
2475.23	2477.9	244.43	254.03	I
2477.82	2484.75	244.43	254.03	N
2484.68	2491.08	244.43	254.03	E
2491.0	2496.87	244.43	254.03	T
2379.15	2387.14	257.08	266.68	M
2387.15	2392.48	257.08	266.68	9
2392.46	2395.12	257.08	266.68	 
2415.15	2422.08	257.08	266.68	C
2422.06	2427.4	257.08	266.68	L
2427.39	2434.86	257.08	266.68	O
2434.85	2441.25	257.08	266.68	S
2441.24	2447.64	257.08	266.68	E
2447.63	2453.49	257.08	266.68	T
2453.48	2456.15	257.08	266.68	 
2456.11	2462.51	257.08	266.68	P
2462.5	2469.97	257.08	266.68	O
2469.95	2475.29	257.08	266.68	L
2475.28	2481.68	257.08	266.68	E
2481.67	2484.34	257.08	266.68	 
2483.88	2490.28	257.08	266.68	A
2490.27	2497.2	257.08	266.68	N
2497.19	2504.12	257.08	266.68	D
2504.11	2506.78	257.08	266.68	 
2506.79	2513.2	257.08	266.68	S
2513.18	2520.12	257.08	266.68	H
2520.1	2526.51	257.08	266.68	E
2526.49	2531.83	257.08	266.68	L
2531.82	2537.69	257.08	266.68	F
2379.15	2387.14	269.73	279.33	M
2387.15	2392.48	269.73	279.33	1
2392.46	2397.79	269.73	279.33	0
2397.78	2400.44	269.73	279.33	 
2415.15	2422.61	269.73	279.33	O
2422.58	2428.98	269.73	279.33	P
2428.95	2435.35	269.73	279.33	E
2435.32	2442.25	269.73	279.33	N
2442.22	2444.89	269.73	279.33	 
2445.03	2451.44	269.73	279.33	S
2451.4	2458.33	269.73	279.33	H
2458.3	2464.7	269.73	279.33	E
2464.67	2470.01	269.73	279.33	L
2469.97	2475.84	269.73	279.33	F
2475.8	2478.47	269.73	279.33	 
2478.63	2487.7	269.73	279.33	W
2487.66	2494.07	269.73	279.33	A
2494.03	2499.37	269.73	279.33	L
2499.33	2504.67	269.73	279.33	L
2504.64	2507.31	269.73	279.33	 
2506.67	2513.6	269.73	279.33	H
2513.56	2520.49	269.73	279.33	U
2520.46	2527.39	269.73	279.33	N
2527.36	2534.83	269.73	279.33	G
2534.79	2537.46	269.73	279.33	 
2537.58	2544.51	269.73	279.33	C
2544.47	2550.88	269.73	279.33	A
2550.84	2557.25	269.73	279.33	B
2557.21	2559.88	269.73	279.33	I
2559.85	2566.78	269.73	279.33	N
2566.75	2573.15	269.73	279.33	E
2573.12	2578.98	269.73	279.33	T
2379.15	2387.14	282.38	291.98	M
2387.15	2392.48	282.38	291.98	1
2392.11	2397.44	282.38	291.98	1
2397.07	2399.73	282.38	291.98	 
2415.15	2421.55	282.38	291.98	S
2421.51	2424.18	282.38	291.98	I
2424.13	2431.07	282.38	291.98	N
2431.02	2437.43	282.38	291.98	K
2437.39	2440.06	282.38	291.98	 
2440.23	2447.16	282.38	291.98	C
2447.12	2453.53	282.38	291.98	A
2453.49	2459.89	282.38	291.98	B
2459.85	2462.52	282.38	291.98	I
2462.47	2469.41	282.38	291.98	N
2469.36	2475.77	282.38	291.98	E
2475.73	2481.59	282.38	291.98	T
2481.55	2484.22	282.38	291.98	 
2484.39	2493.46	282.38	291.98	W
2493.41	2496.08	282.38	291.98	I
2496.04	2501.91	282.38	291.98	T
2501.87	2508.8	282.38	291.98	H
2508.76	2511.43	282.38	291.98	 
2511.21	2517.61	282.38	291.98	A
2517.57	2524.5	282.38	291.98	D
2524.46	2530.86	282.38	291.98	A
2530.82	2537.23	282.38	291.98	P
2537.19	2543.05	282.38	291.98	T
2543.01	2549.41	282.38	291.98	A
2549.37	2555.78	282.38	291.98	B
2555.73	2561.07	282.38	291.98	L
2561.03	2567.43	282.38	291.98	E
2567.39	2570.06	282.38	291.98	 
2569.77	2576.17	282.38	291.98	K
2576.13	2583.06	282.38	291.98	N
2583.02	2589.42	282.38	291.98	E
2589.38	2595.79	282.38	291.98	E
2595.75	2598.41	282.38	291.98	 
2598.06	2604.46	282.38	291.98	A
2604.42	2611.35	282.38	291.98	N
2611.31	2618.24	282.38	291.98	D
2618.2	2620.87	282.38	291.98	 
2620.78	2626.64	282.38	291.98	T
2626.6	2634.07	282.38	291.98	O
2634.03	2640.43	282.38	291.98	E
2640.39	2643.06	282.38	291.98	 
2643.11	2649.52	282.38	291.98	S
2649.48	2655.88	282.38	291.98	P
2655.84	2662.24	282.38	291.98	A
2662.2	2669.13	282.38	291.98	C
2669.09	2675.49	282.38	291.98	E
2674.93	2677.59	282.38	291.98	,
2677.61	2680.28	282.38	291.98	 
2680.3	2686.7	282.38	291.98	E
2686.7	2693.09	282.38	291.98	X
2693.09	2698.96	282.38	291.98	T
2698.95	2705.36	282.38	291.98	E
2705.36	2712.29	282.38	291.98	N
2712.29	2719.22	282.38	291.98	D
2719.22	2721.88	282.38	291.98	 
2721.9	2727.76	282.38	291.98	F
2727.76	2730.43	282.38	291.98	I
2730.43	2737.36	282.38	291.98	N
2737.36	2740.03	282.38	291.98	I
2740.02	2746.43	282.38	291.98	S
2746.43	2753.36	282.38	291.98	H
2753.36	2759.76	282.38	291.98	E
2759.76	2766.69	282.38	291.98	D
2415.15	2421.01	295.03	304.63	F
2420.97	2426.3	295.03	304.63	L
2426.26	2433.73	295.03	304.63	O
2433.69	2441.15	295.03	304.63	O
2441.11	2448.04	295.03	304.63	R
2448.0	2450.67	295.03	304.63	 
2450.73	2456.59	295.03	304.63	T
2456.55	2464.02	295.03	304.63	O
2463.98	2466.64	295.03	304.63	 
2466.67	2475.73	295.03	304.63	W
2475.68	2482.09	295.03	304.63	A
2482.04	2487.38	295.03	304.63	L
2487.34	2492.67	295.03	304.63	L
2492.4	2495.06	295.03	304.63	,
2495.08	2497.75	295.03	304.63	 
2497.78	2504.18	295.03	304.63	P
2504.18	2511.11	295.03	304.63	R
2511.12	2518.59	295.03	304.63	O
2518.59	2524.99	295.03	304.63	V
2525.0	2527.67	295.03	304.63	I
2527.67	2534.6	295.03	304.63	D
2534.61	2541.01	295.03	304.63	E
2541.01	2547.95	295.03	304.63	D
2547.95	2550.62	295.03	304.63	 
2550.58	2556.98	295.03	304.63	P
2556.98	2562.32	295.03	304.63	L
2562.32	2569.26	295.03	304.63	U
2569.26	2577.26	295.03	304.63	M
2577.26	2583.66	295.03	304.63	B
2583.67	2586.34	295.03	304.63	I
2586.34	2593.27	295.03	304.63	N
2593.28	2600.75	295.03	304.63	G
2600.75	2603.42	295.03	304.63	 
2603.38	2609.78	295.03	304.63	P
2609.78	2616.71	295.03	304.63	R
2616.72	2624.19	295.03	304.63	O
2624.19	2630.06	295.03	304.63	T
2630.06	2636.46	295.03	304.63	E
2636.47	2643.4	295.03	304.63	C
2643.4	2649.27	295.03	304.63	T
2649.27	2651.94	295.03	304.63	I
2651.95	2659.42	295.03	304.63	O
2659.42	2666.35	295.03	304.63	N
2666.36	2669.02	295.03	304.63	 
2669.17	2672.36	295.03	304.63	(
2672.37	2677.7	295.03	304.63	1
2677.68	2683.02	295.03	304.63	4
2682.99	2685.65	295.03	304.63	/
2685.68	2692.61	295.03	304.63	A
2692.34	2697.67	295.03	304.63	1
2697.66	2703.0	295.03	304.63	3
2702.98	2705.65	295.03	304.63	.
2705.64	2710.97	295.03	304.63	1
2710.96	2714.15	295.03	304.63	)
2379.15	2387.14	307.68	317.28	M
2387.15	2392.48	307.68	317.28	1
2392.46	2397.79	307.68	317.28	2
2397.78	2400.44	307.68	317.28	 
2415.15	2424.21	307.68	317.28	W
2424.15	2430.55	307.68	317.28	A
2430.49	2435.83	307.68	317.28	L
2435.77	2441.1	307.68	317.28	L
2441.04	2443.71	307.68	317.28	 
2443.18	2450.11	307.68	317.28	H
2450.05	2456.98	307.68	317.28	U
2456.92	2463.85	307.68	317.28	N
2463.79	2471.26	307.68	317.28	G
2471.2	2473.87	307.68	317.28	 
2474.09	2481.02	307.68	317.28	C
2480.96	2488.43	307.68	317.28	O
2488.37	2495.3	307.68	317.28	U
2495.24	2502.17	307.68	317.28	N
2502.11	2507.97	307.68	317.28	T
2507.91	2514.32	307.68	317.28	E
2514.26	2521.19	307.68	317.28	R
2521.13	2526.99	307.68	317.28	T
2526.93	2534.4	307.68	317.28	O
2534.34	2540.74	307.68	317.28	P
2379.15	2387.14	320.33	329.93	M
2387.15	2392.48	320.33	329.93	1
2392.46	2397.79	320.33	329.93	3
2397.78	2400.44	320.33	329.93	 
2415.15	2424.21	320.33	329.93	W
2424.16	2431.63	320.33	329.93	O
2431.57	2438.51	320.33	329.93	R
2438.45	2444.86	320.33	329.93	K
2444.81	2447.47	320.33	329.93	 
2447.72	2454.12	320.33	329.93	S
2454.07	2461.0	320.33	329.93	U
2460.95	2467.88	320.33	329.93	R
2467.83	2473.7	320.33	329.93	F
2473.65	2480.05	320.33	329.93	A
2480.0	2486.93	320.33	329.93	C
2486.88	2493.28	320.33	329.93	E
2493.23	2495.9	320.33	329.93	 
2495.72	2504.78	320.33	329.93	W
2504.73	2507.4	320.33	329.93	I
2507.35	2513.22	320.33	329.93	T
2513.16	2520.1	320.33	329.93	H
2520.04	2522.71	320.33	329.93	 
2522.54	2528.94	320.33	329.93	A
2528.89	2535.82	320.33	329.93	D
2535.77	2542.17	320.33	329.93	A
2542.12	2548.52	320.33	329.93	P
2548.47	2554.34	320.33	329.93	T
2554.29	2560.69	320.33	329.93	A
2560.64	2567.04	320.33	329.93	B
2566.99	2572.33	320.33	329.93	L
2572.28	2578.68	320.33	329.93	E
2578.63	2581.3	320.33	329.93	 
2581.1	2587.5	320.33	329.93	K
2587.45	2594.38	320.33	329.93	N
2594.33	2600.73	320.33	329.93	E
2600.68	2607.08	320.33	329.93	E
2607.03	2609.7	320.33	329.93	 
2609.39	2615.79	320.33	329.93	A
2615.74	2622.67	320.33	329.93	N
2622.62	2629.55	320.33	329.93	D
2629.5	2632.17	320.33	329.93	 
2632.11	2637.97	320.33	329.93	T
2637.92	2645.39	320.33	329.93	O
2645.34	2651.74	320.33	329.93	E
2651.69	2654.36	320.33	329.93	 
2654.44	2660.84	320.33	329.93	S
2660.79	2667.2	320.33	329.93	P
2667.15	2673.55	320.33	329.93	A
2673.5	2680.43	320.33	329.93	C
2680.38	2686.78	320.33	329.93	E
2686.26	2688.92	320.33	329.93	,
2688.94	2691.61	320.33	329.93	 
2691.63	2698.03	320.33	329.93	E
2698.03	2704.42	320.33	329.93	X
2704.42	2710.28	320.33	329.93	T
2710.28	2716.68	320.33	329.93	E
2716.68	2723.61	320.33	329.93	N
2723.61	2730.54	320.33	329.93	D
2415.15	2421.01	332.98	342.58	F
2420.99	2423.65	332.98	342.58	I
2423.63	2430.56	332.98	342.58	N
2430.53	2433.2	332.98	342.58	I
2433.18	2439.58	332.98	342.58	S
2439.55	2446.49	332.98	342.58	H
2446.46	2452.86	332.98	342.58	E
2452.84	2459.77	332.98	342.58	D
2459.74	2462.41	332.98	342.58	 
2462.63	2468.5	332.98	342.58	F
2468.47	2473.81	332.98	342.58	L
2473.79	2481.25	332.98	342.58	O
2481.23	2488.7	332.98	342.58	O
2488.67	2495.6	332.98	342.58	R
2495.58	2498.25	332.98	342.58	 
2498.22	2504.08	332.98	342.58	T
2504.06	2511.53	332.98	342.58	O
2511.5	2514.17	332.98	342.58	 
2514.15	2523.22	332.98	342.58	W
2523.19	2529.59	332.98	342.58	A
2529.57	2534.91	332.98	342.58	L
2534.88	2540.22	332.98	342.58	L
2539.89	2542.55	332.98	342.58	 
2542.58	2545.77	332.98	342.58	(
2545.78	2551.11	332.98	342.58	1
2551.09	2556.43	332.98	342.58	4
2556.4	2559.06	332.98	342.58	/
2559.09	2566.02	332.98	342.58	A
2565.74	2571.07	332.98	342.58	1
2571.06	2576.4	332.98	342.58	3
2576.38	2579.05	332.98	342.58	.
2579.04	2584.37	332.98	342.58	1
2584.37	2587.56	332.98	342.58	)
2379.15	2387.14	345.63	355.23	M
2387.15	2392.48	345.63	355.23	1
2392.46	2397.79	345.63	355.23	4
2397.78	2400.44	345.63	355.23	 
2415.15	2420.48	345.63	355.23	L
2420.42	2426.82	345.63	355.23	A
2426.76	2433.17	345.63	355.23	V
2433.1	2435.77	345.63	355.23	 
2435.24	2442.17	345.63	355.23	C
2442.11	2448.51	345.63	355.23	A
2448.45	2454.86	345.63	355.23	B
2454.79	2457.46	345.63	355.23	I
2457.4	2464.33	345.63	355.23	N
2464.27	2470.67	345.63	355.23	E
2470.61	2476.48	345.63	355.23	T
2476.42	2479.09	345.63	355.23	 
2479.4	2488.46	345.63	355.23	W
2488.4	2491.07	345.63	355.23	I
2491.01	2496.88	345.63	355.23	T
2496.81	2503.74	345.63	355.23	H
2503.68	2506.35	345.63	355.23	 
2506.22	2512.62	345.63	355.23	A
2512.56	2519.49	345.63	355.23	D
2519.43	2525.83	345.63	355.23	A
2525.77	2532.17	345.63	355.23	P
2532.11	2537.98	345.63	355.23	T
2537.92	2544.32	345.63	355.23	A
2544.26	2550.66	345.63	355.23	B
2550.6	2555.94	345.63	355.23	L
2555.88	2562.28	345.63	355.23	E
2562.22	2564.89	345.63	355.23	 
2564.78	2571.18	345.63	355.23	K
2571.12	2578.05	345.63	355.23	N
2577.99	2584.39	345.63	355.23	E
2584.33	2590.73	345.63	355.23	E
2590.67	2593.34	345.63	355.23	 
2593.07	2599.47	345.63	355.23	A
2599.41	2606.34	345.63	355.23	N
2606.28	2613.21	345.63	355.23	D
2613.15	2615.82	345.63	355.23	 
2615.79	2621.65	345.63	355.23	T
2621.59	2629.06	345.63	355.23	O
2629.0	2635.4	345.63	355.23	E
2635.34	2638.01	345.63	355.23	 
2638.12	2644.52	345.63	355.23	S
2644.46	2650.87	345.63	355.23	P
2650.81	2657.21	345.63	355.23	A
2657.15	2664.08	345.63	355.23	C
2664.02	2670.42	345.63	355.23	E
2669.94	2672.6	345.63	355.23	,
2672.62	2675.29	345.63	355.23	 
2675.31	2681.71	345.63	355.23	E
2681.71	2688.1	345.63	355.23	X
2688.1	2693.97	345.63	355.23	T
2693.96	2700.37	345.63	355.23	E
2700.37	2707.3	345.63	355.23	N
2707.3	2714.23	345.63	355.23	D
2714.23	2716.89	345.63	355.23	 
2716.91	2722.77	345.63	355.23	F
2722.77	2725.44	345.63	355.23	I
2725.44	2732.37	345.63	355.23	N
2732.37	2735.04	345.63	355.23	I
2735.03	2741.44	345.63	355.23	S
2741.44	2748.37	345.63	355.23	H
2748.37	2754.77	345.63	355.23	E
2754.77	2761.7	345.63	355.23	D
2415.15	2421.01	358.28	367.88	F
2420.97	2426.3	358.28	367.88	L
2426.26	2433.73	358.28	367.88	O
2433.69	2441.15	358.28	367.88	O
2441.11	2448.04	358.28	367.88	R
2448.0	2450.67	358.28	367.88	 
2450.73	2456.59	358.28	367.88	T
2456.55	2464.02	358.28	367.88	O
2463.98	2466.64	358.28	367.88	 
2466.67	2475.73	358.28	367.88	W
2475.68	2482.09	358.28	367.88	A
2482.04	2487.38	358.28	367.88	L
2487.34	2492.67	358.28	367.88	L
2492.4	2495.06	358.28	367.88	,
2495.08	2497.75	358.28	367.88	 
2497.78	2504.18	358.28	367.88	P
2504.18	2511.11	358.28	367.88	R
2511.12	2518.59	358.28	367.88	O
2518.59	2524.99	358.28	367.88	V
2525.0	2527.67	358.28	367.88	I
2527.67	2534.6	358.28	367.88	D
2534.61	2541.01	358.28	367.88	E
2541.01	2547.95	358.28	367.88	D
2547.95	2550.62	358.28	367.88	 
2550.58	2556.98	358.28	367.88	P
2556.98	2562.32	358.28	367.88	L
2562.32	2569.26	358.28	367.88	U
2569.26	2577.26	358.28	367.88	M
2577.26	2583.66	358.28	367.88	B
2583.67	2586.34	358.28	367.88	I
2586.34	2593.27	358.28	367.88	N
2593.28	2600.75	358.28	367.88	G
2600.75	2603.42	358.28	367.88	 
2603.38	2609.78	358.28	367.88	P
2609.78	2616.71	358.28	367.88	R
2616.72	2624.19	358.28	367.88	O
2624.19	2630.06	358.28	367.88	T
2630.06	2636.46	358.28	367.88	E
2636.47	2643.4	358.28	367.88	C
2643.4	2649.27	358.28	367.88	T
2649.27	2651.94	358.28	367.88	I
2651.95	2659.42	358.28	367.88	O
2659.42	2666.35	358.28	367.88	N
2666.36	2669.02	358.28	367.88	 
2669.17	2672.36	358.28	367.88	(
2672.37	2677.7	358.28	367.88	1
2677.68	2683.02	358.28	367.88	5
2682.99	2685.65	358.28	367.88	/
2685.68	2692.61	358.28	367.88	A
2692.34	2697.67	358.28	367.88	1
2697.66	2703.0	358.28	367.88	3
2702.98	2705.65	358.28	367.88	.
2705.64	2710.97	358.28	367.88	1
2710.96	2714.15	358.28	367.88	)
2379.15	2385.01	383.58	393.18	T
2384.94	2392.41	383.58	393.18	O
2392.34	2395.01	383.58	393.18	I
2394.93	2400.8	383.58	393.18	L
2400.73	2407.13	383.58	393.18	E
2407.06	2412.93	383.58	393.18	T
2412.86	2415.52	383.58	393.18	 
2415.5	2422.43	383.58	393.18	A
2422.36	2429.29	383.58	393.18	N
2429.22	2436.15	383.58	393.18	D
2436.08	2438.75	383.58	393.18	 
2438.67	2445.6	383.58	393.18	B
2445.53	2452.46	383.58	393.18	A
2452.39	2458.25	383.58	393.18	T
2458.18	2465.11	383.58	393.18	H
2465.04	2467.71	383.58	393.18	 
2466.63	2473.56	383.58	393.18	A
2473.49	2480.42	383.58	393.18	C
2480.35	2487.28	383.58	393.18	C
2487.21	2493.62	383.58	393.18	E
2493.55	2499.95	383.58	393.18	S
2499.88	2506.28	383.58	393.18	S
2506.21	2513.68	383.58	393.18	O
2513.61	2520.54	383.58	393.18	R
2520.47	2523.14	383.58	393.18	I
2523.06	2529.47	383.58	393.18	E
